Word,Length,Freq_HAL,Log_Freq_HAL
soldiery,8,22,3.091
sole,4,7668,8.945
solely,6,8749,9.077
solemn,6,718,6.576
solemnity,9,44,3.784
solemnize,9,6,1.792
solemnly,8,348,5.852
solenoid,8,565,6.337
soles,5,1005,6.913
solicit,7,1219,7.106
solicitation,12,809,6.696
solicited,9,1206,7.095
soliciting,10,1352,7.209
solicitor,9,252,5.529
solicitous,10,60,4.094
solicitousness,14,2,0.693
solicits,8,345,5.844
solicitude,10,19,2.944
solid,5,24264,10.097
solidarity,10,2336,7.756
solidifies,10,56,4.025
solidify,8,215,5.371
solidity,8,135,4.905
solidly,7,796,6.68
solids,6,1353,7.21
soliloquy,9,109,4.691
solipsism,9,167,5.118
solitaire,9,1171,7.066
solitary,8,1087,6.991
solitude,8,885,6.786
solitudes,9,30,3.401
solo,4,17635,9.778
soloist,7,382,5.945
soloists,8,322,5.775
Solomon,7,2627,7.874
Solomon's,9,513,6.24
solos,5,1522,7.328
solstice,8,394,5.976
solubility,10,203,5.313
soluble,7,890,6.791
solution,8,52273,10.864
solutions,9,30914,10.339
solve,5,20011,9.904
solved,6,9356,9.144
solvency,8,135,4.905
solvent,7,1381,7.231
solvents,8,569,6.344
solves,6,1834,7.514
solving,7,6617,8.797
soma,4,326,5.787
Somalia,7,1526,7.33
somatic,7,362,5.892
somber,6,254,5.537
sombrero,8,128,4.852
some,4,1042740,13.857
somebody,8,33446,10.418
somebody's,10,1361,7.216
someday,7,6249,8.74
somehow,7,25825,10.159
someone,7,255347,12.45
someone's,9,6964,8.849
someplace,9,2385,7.777
somersault,10,103,4.635
somersaulting,13,10,2.303
somersaults,11,31,3.434
somerset,8,1087,6.991
something,9,331899,12.713
sometime,8,13368,9.501
sometimes,9,82167,11.317
somewhat,8,31984,10.373
somewhere,9,44763,10.709
somnambulate,12,0,0
somnolence,10,21,3.045
somnolent,9,18,2.89
son,3,43980,10.691
sonar,5,503,6.221
sonata,6,789,6.671
sonatas,7,478,6.17
song,4,59801,10.999
songbird,8,204,5.318
songbook,8,437,6.08
songful,7,1,0
songs,5,33272,10.412
song's,6,278,5.628
sonic,5,4277,8.361
sonnet,6,375,5.927
sonnets,7,261,5.565
Sonny,5,3527,8.168
sonogram,8,76,4.331
Sonoma,6,1112,7.014
sons,4,7093,8.867
son's,5,1852,7.524
soon,4,90301,11.411
sooner,6,7392,8.908
soot,4,283,5.645
soothe,6,286,5.656
soothed,7,133,4.89
soothing,8,723,6.583
soothingly,10,66,4.19
soothsayer,10,54,3.989
soothsayers,11,35,3.555
sooty,5,79,4.369
sop,3,432,6.068
Sophia,6,965,6.872
Sophia's,8,60,4.094
Sophie,6,924,6.829
sophism,7,12,2.485
sophisticate,12,32,3.466
sophisticated,13,6713,8.812
sophisticates,13,23,3.135
sophistication,14,859,6.756
sophistry,9,312,5.743
Sophocles,9,132,4.883
sophomore,9,1020,6.928
sophomores,10,139,4.934
sopping,7,176,5.17
soprano,7,913,6.817
sopranos,8,124,4.82
sops,4,69,4.234
sorbet,6,32,3.466
sorcerer,8,2299,7.74
sorceress,9,3768,8.234
sorcery,7,1864,7.53
sordid,6,378,5.935
sore,4,3354,8.118
sorely,6,945,6.851
soreness,8,413,6.023
sores,5,622,6.433
sorest,6,7,1.946
sorghum,7,117,4.762
sororities,10,260,5.561
sorority,8,533,6.279
sorption,8,9,2.197
sorriest,8,59,4.078
sorrow,6,1512,7.321
sorrowful,9,94,4.543
sorrows,7,534,6.28
sorry,5,93412,11.445
sort,4,78952,11.277
sorted,6,3130,8.049
sortie,6,156,5.05
sorting,7,2299,7.74
sorts,5,12881,9.464
soubriquet,10,3,1.099
souffle,7,140,4.942
sought,6,7068,8.863
soul,4,32352,10.384
soulful,7,229,5.434
soulfully,9,12,2.485
soulless,8,133,4.89
souls,5,6033,8.705
soul's,6,176,5.17
sound,5,122381,11.715
sounded,7,7361,8.904
sounder,7,152,5.024
sounding,8,4695,8.454
soundless,9,73,4.29
soundly,7,546,6.303
soundness,9,421,6.043
soundproof,10,56,4.025
sounds,6,69415,11.148
soundtrack,10,6260,8.742
soup,4,6046,8.707
sour,4,2340,7.758
source,6,186065,12.134
sources,7,47903,10.777
sourdough,9,462,6.136
sourly,6,27,3.296
sourpuss,8,22,3.091
sours,5,51,3.932
sousaphone,10,14,2.639
south,5,66282,11.102
Southampton,11,1254,7.134
southbound,10,194,5.268
southeast,9,4909,8.499
southeastern,12,1958,7.58
southern,8,23994,10.086
southerner,10,162,5.088
southerners,11,497,6.209
Southerner's,12,5,1.609
Southernisms,12,1,0
southpaw,8,74,4.304
south's,7,159,5.069
southward,9,182,5.204
southwest,9,4018,8.299
southwestern,12,1469,7.292
souvenir,8,649,6.475
souvenirs,9,558,6.324
sovereign,9,2844,7.953
sovereigns,10,179,5.187
sovereignty,11,3274,8.094
Soviet,6,11144,9.319
Soviets,7,1978,7.59
Soviet's,8,28,3.332
sow,3,899,6.801
sowing,6,229,5.434
sown,4,269,5.595
soy,3,3370,8.123
soybean,7,309,5.733
soybeans,8,342,5.835
soysauce,8,5,1.609
spa,3,1034,6.941
space,5,113076,11.636
spacecraft,10,2870,7.962
spaced,6,1487,7.305
spacer,6,598,6.394
spacers,7,710,6.565
spaces,6,6727,8.814
spaceship,9,1094,6.998
spacesuit,9,107,4.673
spacesuits,10,49,3.892
spacing,7,1951,7.576
spacings,8,88,4.477
spacious,8,392,5.971
spaciousness,12,28,3.332
spade,5,1057,6.963
spades,6,914,6.818
spaghetti,9,1161,7.057
Spain,5,8052,8.994
spake,5,3356,8.119
Spalding,8,294,5.684
spam,4,25571,10.149
span,4,3410,8.134
spangle,7,18,2.89
spangled,8,247,5.509
Spaniard,8,110,4.7
spaniel,7,1080,6.985
Spaniel's,9,1,0
Spanish,7,12577,9.44
spank,5,1471,7.294
spanned,7,255,5.541
spanner,7,183,5.209
spanning,8,799,6.683
spans,5,972,6.879
spar,4,482,6.178
spare,5,10605,9.269
spared,6,972,6.879
spareribs,9,28,3.332
spares,6,688,6.534
sparing,7,287,5.659
spark,5,3274,8.094
sparked,7,774,6.652
sparkle,7,615,6.422
sparkled,8,113,4.727
sparkler,8,49,3.892
sparkles,8,124,4.82
sparkling,9,684,6.528
sparks,6,3268,8.092
sparring,8,626,6.439
sparrow,7,710,6.565
sparrow's,9,15,2.708
sparse,6,1313,7.18
sparsely,8,197,5.283
sparsity,8,10,2.303
Sparta,6,344,5.841
Spartan,7,548,6.306
spasm,5,524,6.261
spasmodic,9,43,3.761
spasms,6,666,6.501
spastic,7,196,5.278
spat,4,688,6.534
spatial,7,2548,7.843
spatiality,10,66,4.19
spats,5,102,4.625
spatter,7,44,3.784
spattered,9,72,4.277
spatula,7,546,6.303
spawn,5,6883,8.837
spay,4,294,5.684
speak,5,53714,10.891
speakeasy,9,75,4.317
speaker,7,16473,9.709
speakers,8,14660,9.593
speaker's,9,417,6.033
speakership,11,37,3.611
speaking,8,31235,10.349
speaks,6,7962,8.982
spear,5,1634,7.399
speared,7,56,4.025
spearhead,9,241,5.485
spearmint,9,43,3.761
spec,4,7879,8.972
special,7,105765,11.569
specialist,10,10644,9.273
specialists,11,4957,8.509
speciality,10,539,6.29
specialization,14,1256,7.136
specialize,10,4463,8.404
specialized,11,6721,8.813
specializes,11,4487,8.409
specializing,12,5889,8.681
specially,9,3732,8.225
specialties,11,1036,6.943
specialty,9,4758,8.468
species,7,19051,9.855
specific,8,70494,11.163
specifically,12,32656,10.394
specification,13,7872,8.971
specifications,14,7404,8.91
specificity,11,482,6.178
specifics,9,4122,8.324
specified,9,14360,9.572
specifies,9,2981,8
specify,7,16160,9.69
specifying,10,2747,7.918
specimen,8,943,6.849
specimens,9,984,6.892
speck,5,493,6.201
speckle,7,98,4.585
speckled,8,213,5.361
speckles,8,148,4.997
specks,6,230,5.438
spectacle,9,872,6.771
spectacles,10,274,5.613
spectacular,11,5829,8.671
spectator,9,1114,7.016
spectators,10,918,6.822
specter,7,2754,7.921
specters,8,158,5.063
spectra,7,2482,7.817
spectral,8,4552,8.423
spectrally,10,42,3.738
spectrometer,12,303,5.714
spectrometric,13,7,1.946
spectroscope,12,5,1.609
spectroscopy,12,850,6.745
spectrum,8,11650,9.363
speculate,9,2085,7.643
speculated,10,884,6.784
speculating,11,811,6.698
speculation,11,6475,8.776
speculations,12,846,6.741
speculative,11,1795,7.493
speculatively,13,54,3.989
speculator,10,153,5.03
speculators,11,601,6.399
sped,4,793,6.676
speech,6,36422,10.503
speeches,8,2654,7.884
speechless,10,526,6.265
speechlessness,14,6,1.792
speed,5,91193,11.421
speedboat,9,58,4.06
speeded,7,277,5.624
speedily,8,394,5.976
speeding,8,2101,7.65
speedometer,11,479,6.172
speeds,6,9927,9.203
speedup,7,451,6.111
speedway,8,1310,7.178
speedy,6,1483,7.302
spell,5,21472,9.975
spellbinding,12,41,3.714
spellbound,10,194,5.268
spelled,7,4687,8.453
speller,7,339,5.826
spelling,8,12926,9.467
spells,6,7888,8.973
spend,5,40764,10.616
spenders,8,80,4.382
spending,8,21249,9.964
spends,6,3634,8.198
spendthrift,11,31,3.434
spent,5,33152,10.409
sperm,5,4634,8.441
spermatozoa,11,44,3.784
spew,4,3351,8.117
spewing,7,1210,7.098
sphere,6,12407,9.426
spheres,7,1290,7.162
spherical,9,1081,6.986
sphincter,9,503,6.221
sphinx,6,2119,7.659
spice,5,2561,7.848
spiced,6,265,5.58
spices,6,1184,7.077
spicy,5,847,6.742
spider,6,6953,8.847
spidery,7,30,3.401
spiel,5,364,5.897
spies,5,1530,7.333
spigot,6,301,5.707
spigots,7,25,3.219
spike,5,4226,8.349
spiked,6,551,6.312
spikes,6,1200,7.09
spiky,5,149,5.004
spill,5,1609,7.383
spilled,7,1189,7.081
spiller,7,41,3.714
spilling,8,700,6.551
spillover,9,411,6.019
spills,6,526,6.265
spillway,8,27,3.296
spin,4,10683,9.276
spinach,7,895,6.797
spinal,6,3271,8.093
spindle,7,1015,6.923
spine,5,5167,8.55
spineless,9,402,5.996
spinnability,12,0,0
spinnaker,9,216,5.375
spinning,8,4904,8.498
spinster,8,95,4.554
spinsterhood,12,3,1.099
spiny,5,89,4.489
spiral,6,3685,8.212
spiraled,8,60,4.094
spiraling,9,244,5.497
spire,5,178,5.182
spires,6,138,4.927
spirit,6,40804,10.617
spirited,8,885,6.786
spiritless,10,15,2.708
spirits,7,5457,8.605
spiritual,9,16030,9.682
spiritualism,12,136,4.913
spirituality,12,1773,7.48
spiritualize,12,19,2.944
spiritually,11,1368,7.221
spirituals,10,73,4.29
spit,4,3740,8.227
spite,5,5828,8.67
spiteful,8,231,5.442
spitfire,8,673,6.512
spitting,8,2711,7.905
spittle,7,194,5.268
spittoon,8,32,3.466
splash,6,2082,7.641
splashdown,10,21,3.045
splashed,8,471,6.155
splashes,8,216,5.375
splashing,9,438,6.082
splashy,7,43,3.761
splat,5,581,6.365
splatter,8,375,5.927
splattered,10,346,5.846
splay,5,57,4.043
splayed,7,238,5.472
spleen,6,19535,9.88
splendid,8,1007,6.915
splendidly,10,83,4.419
splendiferous,13,38,3.638
splendor,8,359,5.883
splenomegaly,12,14,2.639
splice,6,669,6.506
spliced,7,499,6.213
splicing,8,231,5.442
splint,6,77,4.344
splinter,8,548,6.306
splintered,10,171,5.142
splinters,9,265,5.58
splintery,9,5,1.609
splinting,9,14,2.639
split,5,22189,10.007
splits,6,2110,7.654
splitting,9,3539,8.172
splotch,7,31,3.434
splotched,9,6,1.792
splotches,9,68,4.22
splurge,7,146,4.984
splutter,8,49,3.892
spoil,5,1771,7.479
spoilables,10,1,0
spoilage,8,115,4.745
spoiled,7,1960,7.581
spoiler,7,3960,8.284
spoiling,8,389,5.964
spoils,6,1665,7.418
spoilsport,10,67,4.205
Spokane,7,1125,7.026
spoke,5,12637,9.444
spoken,6,10279,9.238
spokes,6,1180,7.073
spokesman,9,4899,8.497
spokesmen,9,329,5.796
spokeswoman,11,465,6.142
sponge,6,1597,7.376
sponged,7,17,2.833
sponges,7,306,5.724
sponging,8,57,4.043
spongy,6,200,5.298
sponsor,7,8205,9.012
sponsored,9,7500,8.923
sponsoring,10,2385,7.777
sponsors,8,3803,8.244
sponsor's,9,260,5.561
sponsorship,11,2966,7.995
spontaneity,11,226,5.421
spontaneous,11,2391,7.779
spontaneously,13,1084,6.988
spoof,5,721,6.581
spook,5,399,5.989
spooky,6,928,6.833
spool,5,4385,8.386
spoon,5,2624,7.872
spooned,7,28,3.332
spoonfeed,9,34,3.526
spoonful,8,221,5.398
sporadic,8,775,6.653
spore,5,2918,7.979
spores,6,490,6.194
sport,5,15869,9.672
sportiest,9,5,1.609
sporting,8,3649,8.202
sports,6,26037,10.167
sportsman,9,284,5.649
sportsmanlike,13,44,3.784
sportsmanship,13,272,5.606
sportsmen,9,198,5.288
sportsmen's,11,18,2.89
sportswriter,12,30,3.401
sporty,6,435,6.075
spot,4,19103,9.858
spotless,8,215,5.371
spotlight,9,2669,7.889
spotlights,10,222,5.403
spots,5,7429,8.913
spotted,7,3528,8.168
spotter,7,241,5.485
spotting,8,914,6.818
spotty,6,422,6.045
spouse,6,4415,8.393
spouses,7,1354,7.211
spout,5,1085,6.989
spouted,7,248,5.513
spouting,8,1258,7.137
sprain,6,149,5.004
sprained,8,258,5.553
sprains,7,40,3.689
sprang,6,697,6.547
sprawl,6,871,6.77
sprawled,8,248,5.513
sprawling,9,323,5.778
spray,5,5153,8.547
sprayed,7,1125,7.026
sprayer,7,220,5.394
spraying,8,1247,7.128
sprays,6,745,6.613
spread,6,22704,10.03
spreadable,10,22,3.091
spreadeagle,11,72,4.277
spreader,8,299,5.7
spreading,9,5366,8.588
spreads,7,1581,7.366
spree,5,533,6.279
sprig,5,53,3.97
spring,6,26152,10.172
springboard,11,284,5.649
Springfield,11,3972,8.287
Springfield's,13,48,3.871
springing,9,405,6.004
springs,7,10812,9.288
springtide,10,0,0
springtime,10,395,5.979
springy,7,155,5.043
sprinkle,8,1246,7.128
sprinkled,9,470,6.153
sprinkler,9,212,5.357
sprinkling,10,261,5.565
sprint,6,3006,8.008
sprinted,8,78,4.357
sprite,6,2147,7.672
sprocket,8,432,6.068
sprout,6,407,6.009
sprouted,8,230,5.438
sprouting,9,238,5.472
spruce,6,876,6.775
spruced,7,16,2.773
sprung,6,958,6.865
spry,4,754,6.625
spud,4,547,6.304
spun,4,1573,7.361
spunk,5,550,6.31
spunky,6,114,4.736
spur,4,1019,6.927
spurious,8,1211,7.099
spurn,5,42,3.738
spurned,7,121,4.796
spurns,6,15,2.708
spurred,7,396,5.981
spurring,8,93,4.533
spurs,5,1083,6.987
spurt,5,659,6.491
sputnik,7,251,5.525
sputniks,8,3,1.099
sputter,7,198,5.288
sputtered,9,217,5.38
spy,3,5251,8.566
spyglass,8,398,5.986
spying,6,1390,7.237
squab,5,19,2.944
squabble,8,205,5.323
squabbles,9,209,5.342
squabbling,10,251,5.525
squad,5,4812,8.479
squadron,8,2393,7.78
squadrons,9,489,6.192
squadroom,9,8,2.079
squads,6,1121,7.022
squalid,7,125,4.828
squall,6,197,5.283
squalls,7,44,3.784
squalor,7,184,5.215
squander,8,171,5.142
squandered,10,217,5.38
square,6,19004,9.852
squared,7,1080,6.985
squarely,8,712,6.568
squares,7,2672,7.891
squash,6,1217,7.104
squashed,8,571,6.347
squashing,9,141,4.949
squashy,7,7,1.946
squat,5,1637,7.401
squats,6,510,6.234
squatted,8,255,5.541
squatter,8,62,4.127
squatter's,10,20,2.996
squatting,9,443,6.094
squaw,5,355,5.872
squawk,6,216,5.375
squeak,6,516,6.246
squeaked,8,135,4.905
squeaking,9,163,5.094
squeaky,7,412,6.021
squeal,6,589,6.378
squealed,8,314,5.749
squealer,8,40,3.689
squealing,9,334,5.811
squeals,7,203,5.313
squeamish,9,177,5.176
squeamishness,13,24,3.178
squeegee,8,86,4.454
squeeze,7,3914,8.272
squeezed,8,2158,7.677
squeezing,9,1548,7.345
squelch,7,400,5.991
squelched,9,230,5.438
squid,5,1126,7.026
squiggle,8,69,4.234
squiggly,8,55,4.007
squint,6,261,5.565
squinted,8,121,4.796
squinting,9,136,4.913
squinty,7,18,2.89
squire,6,1681,7.427
squires,7,376,5.93
squirm,6,730,6.593
squirmed,8,521,6.256
squirms,7,56,4.025
squirrel,8,1989,7.595
squirt,6,1371,7.223
squirted,8,386,5.956
squirting,9,604,6.404
stab,4,1640,7.402
stabbed,7,783,6.663
stabilities,11,4,1.386
stability,9,8857,9.089
stabilization,13,683,6.526
stabilize,9,1063,6.969
stabilized,10,481,6.176
stabilizers,11,233,5.451
stabilizes,10,169,5.13
stabilizing,11,459,6.129
stable,6,15640,9.658
stabled,7,17,2.833
stableman,9,2,0.693
stables,7,220,5.394
stabs,5,273,5.609
staccato,8,169,5.13
staccatos,9,7,1.946
Stacey,6,1233,7.117
stack,5,14654,9.592
stacked,7,1503,7.315
stacking,8,534,6.28
stacks,6,2889,7.969
Stacy,5,1444,7.275
stadium,7,8580,9.057
staff,5,41035,10.622
staffed,7,769,6.645
staffing,8,5939,8.689
Stafford,8,1307,7.175
staffs,6,755,6.627
staff's,7,87,4.466
stag,4,290,5.67
stage,5,30645,10.33
stagecoach,10,86,4.454
staged,6,2202,7.697
stager,6,143,4.963
stages,6,6226,8.736
stagger,7,353,5.866
staggered,9,579,6.361
staggering,10,887,6.788
staggeringly,12,79,4.369
staginess,9,2,0.693
staging,7,869,6.767
stagnant,8,493,6.201
stagnate,8,137,4.92
stagnation,10,504,6.223
stags,5,59,4.078
staid,5,124,4.82
stain,5,1776,7.482
stained,7,1176,7.07
staining,8,426,6.054
stainless,9,2966,7.995
stains,6,1281,7.155
stair,5,924,6.829
staircase,9,876,6.775
staircases,10,122,4.804
stairs,6,5581,8.627
stairway,8,714,6.571
stairways,9,129,4.86
stairwell,9,160,5.075
stairwells,10,34,3.526
stake,5,4529,8.418
staked,6,229,5.434
stakeholder,11,16,2.773
stakeout,8,94,4.543
stakes,6,1902,7.551
stalactite,10,13,2.565
stalagmite,10,20,2.996
stale,5,1399,7.244
stalemate,9,471,6.155
Stalin,6,2624,7.872
Stalinist,9,359,5.883
Stalin's,8,472,6.157
stalk,5,723,6.583
stalked,7,341,5.832
stalker,7,2844,7.953
stalking,8,853,6.749
stall,5,2794,7.935
stalled,7,672,6.51
stallholder,11,3,1.099
stalling,8,798,6.682
stallings,9,309,5.733
stallion,8,981,6.889
stallion's,10,44,3.784
stalls,6,1017,6.925
stalwart,8,155,5.043
stamen,6,29,3.367
stamens,7,26,3.258
stamina,7,763,6.637
staminate,9,0,0
stammer,7,103,4.635
stammered,9,293,5.68
stammering,10,43,3.761
stamp,5,6821,8.828
stamped,7,3749,8.229
stampede,8,952,6.859
stampeded,9,24,3.178
stamping,8,604,6.404
stamps,6,6032,8.705
Stan,4,6184,8.73
stance,6,4292,8.365
stances,7,469,6.151
stanch,6,5,1.609
stanchest,9,0,0
stand,5,48716,10.794
standard,8,108320,11.593
standardization,15,1068,6.974
standardize,11,455,6.12
standardized,12,2525,7.834
standardizing,13,196,5.278
standards,9,34746,10.456
standby,7,1092,6.996
standing,8,24152,10.092
standoffish,11,38,3.638
standpoint,10,2854,7.956
stands,6,18459,9.823
standstill,10,310,5.737
Stanford,8,8486,9.046
stank,5,115,4.745
Stanley,7,5417,8.597
Stanley's,9,83,4.419
stanza,6,300,5.704
staple,6,1109,7.011
stapler,7,76,4.331
staples,7,1124,7.025
stapling,8,80,4.382
star,4,81633,11.31
starboard,9,437,6.08
starch,6,626,6.439
starched,8,67,4.205
starchy,7,73,4.29
stardom,7,170,5.136
stardust,8,434,6.073
stare,5,2907,7.975
stared,6,3239,8.083
stares,6,999,6.907
starfish,8,313,5.746
stargazer,9,262,5.568
staring,7,4260,8.357
stark,5,2737,7.915
starkly,7,76,4.331
starlet,7,184,5.215
starlight,9,494,6.203
starling,8,112,4.718
starlings,9,91,4.511
starlit,7,19,2.944
starred,7,1442,7.274
starring,8,2743,7.917
starry,6,251,5.525
stars,5,22554,10.024
star's,6,372,5.919
start,5,172475,12.058
started,7,98348,11.496
starter,7,7239,8.887
starting,8,53738,10.892
startle,7,179,5.187
startled,8,1242,7.124
startling,9,1135,7.034
startlingly,11,126,4.836
starts,6,30545,10.327
startups,8,379,5.938
starvation,10,1354,7.211
starve,6,1494,7.309
starved,7,717,6.575
starving,8,2093,7.646
stash,5,1042,6.949
stashed,7,265,5.58
stasis,6,3557,8.177
stat,4,3887,8.265
state,5,199232,12.202
stated,6,35851,10.487
statehood,9,329,5.796
statehouse,10,58,4.06
stateless,9,239,5.476
stately,7,399,5.989
statement,9,55638,10.927
statements,10,22759,10.033
stateroom,9,56,4.025
states,6,113034,11.635
state's,7,3027,8.015
stateside,9,373,5.922
statesman,9,510,6.234
statesmanlike,13,11,2.398
statesmanship,13,32,3.466
statesmen,9,309,5.733
statewide,9,823,6.713
static,6,16740,9.726
stating,7,9301,9.138
station,7,38106,10.548
stationary,10,1958,7.58
stationed,9,1358,7.214
stationery,10,499,6.213
stationmaster,13,7,1.946
stations,8,14721,9.597
station's,9,468,6.148
statistic,9,1714,7.447
statistical,11,8324,9.027
statistically,13,1990,7.596
statistician,12,490,6.194
statisticians,13,385,5.953
statistics,10,19190,9.862
statuary,8,62,4.127
statue,6,7801,8.962
statues,7,1053,6.959
statuesque,10,45,3.807
statuette,9,57,4.043
stature,7,1067,6.973
status,6,44083,10.694
statute,7,3599,8.188
statutes,8,1715,7.447
statutory,9,1406,7.249
staunch,7,526,6.265
staunchest,10,90,4.5
stave,5,253,5.533
staved,6,13,2.565
stay,4,49009,10.8
stayed,6,8994,9.104
staying,7,7787,8.96
stays,5,6119,8.719
stead,5,676,6.516
steadfast,9,314,5.749
steadfastly,11,235,5.46
steadied,8,97,4.575
steadier,8,77,4.344
steadily,8,2335,7.756
steadiness,10,62,4.127
steady,6,5385,8.591
steak,5,1510,7.32
steaks,6,473,6.159
steal,5,11268,9.33
stealer,7,167,5.118
stealing,8,4744,8.465
steals,6,1780,7.484
stealth,7,7315,8.898
stealthily,10,133,4.89
stealthy,8,203,5.313
steam,5,5229,8.562
steamboat,9,546,6.303
steamed,7,567,6.34
steamer,7,292,5.677
steamily,8,1,0
steaming,8,759,6.632
steamroller,11,255,5.541
steamship,9,94,4.543
steamy,6,466,6.144
steed,5,424,6.05
steel,5,18414,9.821
steeled,7,61,4.111
Steelers,8,727,6.589
steelmaker,10,7,1.946
steels,6,385,5.953
steelworker,11,18,2.89
steelworks,10,39,3.664
steely,6,585,6.372
steelyard,9,4,1.386
steep,5,3256,8.088
steeped,7,302,5.71
steepen,7,6,1.792
steeper,7,330,5.799
steepest,8,148,4.997
steeple,7,86,4.454
steeplechase,12,65,4.174
steeplejack,11,2,0.693
steeples,8,9,2.197
steeply,7,135,4.905
steer,5,2272,7.728
steerage,8,18,2.89
steered,7,295,5.687
steering,8,4431,8.396
steers,6,198,5.288
steersman,9,3,1.099
stein,5,2770,7.927
Steinbeck's,11,25,3.219
Stein's,7,41,3.714
Stella,6,1289,7.162
stellar,7,2905,7.974
stem,4,3579,8.183
stemmed,7,374,5.924
stems,5,3311,8.105
stench,6,979,6.887
stencil,7,283,5.645
stenographer,12,29,3.367
stenography,11,3,1.099
step,4,43956,10.691
stepbrother,11,24,3.178
stepchild,9,54,3.989
stepchildren,12,77,4.344
stepdaughter,12,111,4.71
stepfather,10,260,5.561
Stephanie,9,3671,8.208
Stephen,7,27159,10.209
Stephens,8,2099,7.649
Stephen's,9,141,4.949
stepladder,10,26,3.258
stepladders,11,1,0
stepmother,10,237,5.468
stepmothers,11,3,1.099
stepparent,10,11,2.398
steppe,6,118,4.771
stepped,7,5869,8.677
steppes,7,197,5.283
stepping,8,3046,8.022
steprelationship,16,0,0
steps,5,19058,9.855
stepsister,10,32,3.466
stepson,7,112,4.718
stepwise,8,194,5.268
stereo,6,12719,9.451
stereophonic,12,53,3.97
stereoscope,11,9,2.197
stereotype,10,1971,7.586
stereotyped,11,379,5.938
stereotypes,11,2205,7.698
sterile,7,1472,7.294
sterility,9,272,5.606
sterilization,13,749,6.619
sterilize,9,287,5.659
sterilized,10,410,6.016
sterilizing,11,122,4.804
sterling,8,5592,8.629
stern,5,4989,8.515
sternly,7,228,5.429
sterns,6,106,4.663
sternum,7,162,5.088
steroid,7,668,6.504
steroids,8,1403,7.246
stethoscope,11,152,5.024
stetson,7,379,5.938
stetsons,8,3,1.099
Steve,5,76012,11.239
Stevenson,9,1539,7.339
Stevenson's,11,35,3.555
stew,4,1556,7.35
steward,7,1151,7.048
stewardess,10,185,5.22
stewardesses,12,87,4.466
stewards,8,214,5.366
stewardship,11,336,5.817
stewed,6,106,4.663
stews,5,76,4.331
stick,5,28279,10.25
sticker,7,4594,8.433
sticking,8,5548,8.621
stickler,8,192,5.257
stickpin,8,2,0.693
sticks,6,5110,8.539
sticky,6,3600,8.189
stiff,5,6210,8.734
stiffen,7,351,5.861
stiffened,9,361,5.889
stiffening,10,236,5.464
stiffens,8,60,4.094
stiffer,7,630,6.446
stiffly,7,225,5.416
stiffness,9,930,6.835
stiffs,6,161,5.081
stifle,6,750,6.62
stifled,7,355,5.872
stifling,8,333,5.808
stigma,6,831,6.723
stigmata,8,131,4.875
stigmatize,10,59,4.078
stiles,6,575,6.354
stiletto,8,302,5.71
still,5,363407,12.803
stillbirth,10,35,3.555
stillbirths,11,16,2.773
stillborn,9,203,5.313
stillness,9,394,5.976
stills,6,1003,6.911
stilt,5,425,6.052
stilted,7,241,5.485
stilts,6,100,4.605
stimulant,9,542,6.295
stimulants,10,321,5.771
stimulate,9,1817,7.505
stimulated,10,993,6.901
stimulates,10,489,6.192
stimulating,11,1895,7.547
stimulation,11,1963,7.582
stimulations,12,19,2.944
stimulatory,11,55,4.007
stimuli,7,666,6.501
stimulus,8,990,6.898
sting,5,2919,7.979
stinger,7,419,6.038
stinging,8,596,6.39
stingray,8,1003,6.911
stings,6,383,5.948
stingy,6,320,5.768
stink,5,1542,7.341
stinker,7,118,4.771
stinking,8,1130,7.03
stinky,6,563,6.333
stint,5,623,6.435
stipend,7,407,6.009
stipulate,9,357,5.878
stipulates,10,218,5.384
stipulation,11,357,5.878
stir,4,4523,8.417
stirred,7,1005,6.913
stirring,8,1843,7.519
stirringly,10,1,0
